,Beta,Book Value Per Share,Cash Flow,Current Ratio,DE Ratio,Date,Difference,Diluted EPS,EBITDA,Earnings Growth,Enterprise Value,Enterprise Value/EBITDA,Enterprise Value/Revenue,Forward P/E,Gross Profit,Held by Insiders,Held by Institutions,Market Cap,Net Income Avl to Common ,Operating Margin,PEG Ratio,Price,Price/Book,Price/Sales,Profit Margin,Return on Assets,Return on Equity,Revenue,Revenue Growth,Revenue Per Share,SP500,Shares Short (as of,Shares Short (prior ,Short % of Float,Short Ratio,Status,Ticker,Total Cash,Total Cash Per Share,Total Debt,Trailing P/E,Unix,sp500_p_change,stock_p_change
0,1.81,14.46,1260000000.0,2.96,56.39,2013-09-06 06:09:52,-16.2333976361,2.69,11.93,30.90,15860000000.0,11.93,2.32,15.09,3600000000.0,0.23,83.50,15860000000.0,938000000.0,14.04,2.16,47.68,3.31,2.32,13.73,5.98,19.41,2.32,4.10,19.80,1655.170044,2780000.0,3300000.0,0.80,1.20,underperform,a,2330000000.0,7.04,2700000000.0,17.74,1378462192.0,46.3288955897,30.0954979536
